PHARMACY_ODS_CODE_F_CODE,SiteName,Postcode,Latitude,Longitude,GeocodeMethod,MatchedAddress
FR470,GF PORTER CHEMIST,N17 7BU,51.604548,-0.086015,postcode_centroid,
FR520,DOLLMEADS DISPENSING CHEMIST,NW10 3ND,51.533842,-0.21862,postcode_centroid,
FR540,MANOR PHARMACY,SM6 0DE,51.361959,-0.150342,postcode_centroid,
FR570,BOOTS,BR2 7EQ,51.377275,0.011229,postcode_centroid,
FR584,FRANK MAYS PHARMACY,E6 3BP,51.530494,0.040365,postcode_centroid,
FR633,MK SHAH PHARMACY,EN3 6PR,51.674861,-0.037606,postcode_centroid,
FR691,BOOTS,NW5 2EA,51.547656,-0.141046,postcode_centroid,
FR693,GREEN LIGHT PHARMACY,NW3 3NR,51.543487,-0.172757,postcode_centroid,
FR702,COOPERS PHARMACY,N15 4DJ,51.584324,-0.069052,postcode_centroid,
FR707,CROYDON PHARMACY,CR0 1DP,51.365737,-0.099249,postcode_centroid,
FR774,JADE PHARMACY (AVENUE),HA8 7JX,51.615297,-0.275969,postcode_centroid,
FR778,SAFEDALE LTD,N15 6EP,51.578834,-0.081899,postcode_centroid,
FR793,MEDICS PHARMACY,UB3 1LS,51.497864,-0.430194,postcode_centroid,
FR797,DUBISON LTD,NW10 9NH,51.547158,-0.25019,postcode_centroid,
FR817,DEVS CHEMIST,E8 1NH,51.548389,-0.067904,postcode_centroid,
FR843,FORWARD PHARMACY,E3 4LH,51.525874,-0.030236,postcode_centroid,
FR874,TESCO INSTORE PHARMACY,TW7 7JY,51.45905,-0.337413,postcode_centroid,
FR895,WOODLAND PHARMACY,UB1 1ND,51.512626,-0.387576,postcode_centroid,
FR940,ZAXGATE LTD,NW4 2EL,51.586945,-0.219906,postcode_centroid,
FR966,J EDMUNDS PHARMACY,E8 2JS,51.547278,-0.075783,postcode_centroid,
FRA07,SERENA DISPENSING CHEMIST,NW10 8SG,51.538841,-0.250856,postcode_centroid,
FRA77,BELL PHARMACY,E12 5JR,51.554874,0.059401,postcode_centroid,
FRA80,SAFEER PHARMACY,W2 2DS,51.517729,-0.166221,postcode_centroid,
FRA85,ALLIED PHARMACY HIGHAM HILL,E17 5RQ,51.594831,-0.03459,postcode_centroid,
FRA86,DAY LEWIS PHARMACY,RM10 8YL,51.542704,0.165935,postcode_centroid,
FRC25,FARNCRAY LTD,BR6 0NQ,51.373658,0.097496,postcode_centroid,
FRC27,JADE PHARMACY,HA8 0EJ,51.603019,-0.26348,postcode_centroid,
FRC40,PETTER PHARMACY,N8 8DT,51.579895,-0.124129,postcode_centroid,
FRD18,BORNO CHEMISTS LIMITED,E2 9NQ,51.531374,-0.056456,postcode_centroid,
FRD47,BENJAMIN CHEMIST,N16 7JD,51.56204,-0.073386,postcode_centroid,
FRD56,DE GLOBE PHARMACY,N18 3HT,51.608595,-0.036538,postcode_centroid,
FRD61,DMB CHEMIST,E1 2PR,51.51373,-0.056933,postcode_centroid,
FRD69,BOOTS,SE15 5BS,51.472462,-0.069992,postcode_centroid,
FRD93,KLUB PHARMACY,SE19 3NG,51.422442,-0.105124,postcode_centroid,
FRD96,HOGG & SON PHARMACY,W2 2AW,51.514861,-0.166279,postcode_centroid,
FRE01,STAR PHARMACY,SW1P 2HY,51.496828,-0.133607,postcode_centroid,
FRE02,BOOTS,TW13 4BS,51.445776,-0.410625,postcode_centroid,
FRF12,BARKERS CHEMIST,SW11 2PH,51.468935,-0.170842,postcode_centroid,
FRF15,PHARMACARE CHEMIST,RM11 1QH,51.564944,0.20214,postcode_centroid,
FRF19,RICHMOND PHARMACY,TW9 1UF,51.461946,-0.29674,postcode_centroid,
FRF80,C BRADBURY,SW16 6SQ,51.424032,-0.147204,postcode_centroid,
FRF81,BOOTS,W4 5TA,51.492629,-0.262436,postcode_centroid,
FRF95,DANA PHARMACY,HA4 9BH,51.571683,-0.411649,postcode_centroid,
FRG14,MARKET CHEMISTS,NW8 8EU,51.523216,-0.170368,postcode_centroid,
FRH18,COSPHARM PHARMACY,SW17 9JQ,51.421068,-0.16057,postcode_centroid,
FRH46,MACKS PHARMACY,SE20 7DS,51.414983,-0.05228,postcode_centroid,
FRH94,FARRANTS PHARMACY,BR5 1LY,51.389696,0.075576,postcode_centroid,
FRJ56,SUPERDRUG PHARMACY,HA5 1QL,51.578508,-0.399043,postcode_centroid,
FRJ68,BRAMLEY PHARMACY,W10 6TJ,51.515808,-0.217162,postcode_centroid,
FRJ96,TESCO INSTORE PHARMACY,E3 3DA,51.527251,-0.010555,postcode_centroid,
FRK05,AKSHAR PHARMACIES,NW2 1HR,51.560734,-0.207701,postcode_centroid,
FRK12,BOOTS,SE18 6NB,51.492554,0.064486,postcode_centroid,
FRK52,PRIME PHARMACY,E12 6SB,51.540975,0.050943,postcode_centroid,
FRK66,RONCHETTI PHARMACY,EN3 6UP,51.671307,-0.040146,postcode_centroid,
FRL51,MANGO PHARMACY,HA8 7HF,51.61158,-0.280024,postcode_centroid,
FRM04,OLD COULSDON PHARMACY,CR5 1EN,51.300136,-0.116648,postcode_centroid,
FRM07,CHELSEA PHARMACY,SW3 3DH,51.491971,-0.165455,postcode_centroid,
FRM14,CLERKENWELL PHARMACY,EC1R 4QE,51.525848,-0.108893,postcode_centroid,
FRM32,HAYSHINE LTD,DA16 1LN,51.468871,0.121659,postcode_centroid,
FRM43,HAMPSTEAD HEATH PHARMACY,NW3 2PY,51.554959,-0.166267,postcode_centroid,
FRM52,DOUGLAS PHARMACY,N1 0DG,51.534742,-0.107832,postcode_centroid,
FRM78,EDMONTON PHARMACY,N9 0TY,51.624651,-0.058976,postcode_centroid,
FRN18,BELVEDERE PHARMACY,DA17 5QQ,51.491451,0.150885,postcode_centroid,
FRN23,PARK PHARMACY,N4 2AA,51.564831,-0.103929,postcode_centroid,
FRN74,CARE CHEMISTS,HA7 4EB,51.617968,-0.3112,postcode_centroid,
FRP77,BOOTS,SW3 4UD,51.491507,-0.160532,postcode_centroid,
FRQ53,GOODMAYES PHARMACY,IG3 9RT,51.563351,0.118652,postcode_centroid,
FRQ70,PYRAMID PHARMACY,SE10 0RA,51.486424,0.008422,postcode_centroid,
FRQ80,ALLCURES PHARMACY,N15 3PB,51.585898,-0.092096,postcode_centroid,
FRQ83,PARADE PHARMACY,CR0 3EW,51.38887,-0.120684,postcode_centroid,
FRR07,UNIPHARM PHARMACY,SW9 6AG,51.470363,-0.11283,postcode_centroid,
FRR14,PROCARE PHARMACY - BELMONT CIRCLE,HA3 8SA,51.600809,-0.318031,postcode_centroid,
FRR41,PHARMCO,HA8 9BU,51.610601,-0.258165,postcode_centroid,
FRR51,CAMBELLE PHARMACY,SE1 3GF,51.493979,-0.074759,postcode_centroid,
FRT03,BEDFORD HILL PHARMACY,SW12 9HR,51.441799,-0.149305,postcode_centroid,
FRT44,LINKS PHARMACY,N2 0SZ,51.591677,-0.177883,postcode_centroid,
FRT62,GLOBE PHARMACY,NW10 1EJ,51.552915,-0.24003,postcode_centroid,
FRT73,PARKLAND PHARMACY,W12 7FG,51.510846,-0.235197,postcode_centroid,
FRT99,LEYTON GREEN PHARMACY,E17 9DN,51.578809,-0.005418,postcode_centroid,
FRW51,PITCHKINS & CURRANS,W9 2AF,51.524325,-0.197844,postcode_centroid,
FRW62,MED-CHEM UK LTD,N4 1DU,51.577839,-0.098625,postcode_centroid,
FRX84,BRITANNIA PHARMACY,E14 0BE,51.508932,-0.00997,postcode_centroid,
FT015,SUPERDRUG PHARMACY,SE6 4HQ,51.446226,-0.01965,postcode_centroid,
FT018,VALE PHARMACY,SE22 8DR,51.460658,-0.075672,postcode_centroid,
FT030,PARNELL CHEMIST,E3 2RN,51.53395,-0.02758,postcode_centroid,
FT034,SUPERDRUG PHARMACY,NW3 6JP,51.544724,-0.176558,postcode_centroid,
FT061,ASDA PHARMACY,CR0 4XS,51.376935,-0.128443,postcode_centroid,
FT239,RIVERSIDE PHARMACY,TW7 7DE,51.468288,-0.324983,postcode_centroid,
FT248,SUPERDRUG,SW19 8YE,51.421679,-0.204085,postcode_centroid,
FT350,PERRY VALE PHARMACY,SE23 2JF,51.435469,-0.043625,postcode_centroid,
FT352,PETER'S PHARMACY,W1U 4HX,51.52057,-0.153019,postcode_centroid,
FT363,TESCO INSTORE PHARMACY,CR7 8RX,51.398481,-0.100408,postcode_centroid,
FT371,ST JOHN WOOD PHARMACY,NW8 7SE,51.533862,-0.170821,postcode_centroid,
FT590,RIDGWAY PHARMACY,SW19 4SS,51.421295,-0.219605,postcode_centroid,
FT601,CHIEF CORNERSTONE LTD,UB6 9RA,51.530596,-0.363181,postcode_centroid,
FT613,HILLINGDON PHARMACY,UB10 9HP,51.54111,-0.449328,postcode_centroid,
FT749,MADESIL PHARMACY,W1U 4PB,51.519494,-0.151462,postcode_centroid,
FT780,DUMLERS PHARMACY,SW18 4HN,51.439538,-0.187067,postcode_centroid,
FT792,BOOTS,TW1 3SD,51.44584,-0.328611,postcode_centroid,
FT835,PELTON CHEMIST,IG1 3AL,51.562503,0.063309,postcode_centroid,
FT872,CAMBELLE CHEMIST,SE6 1PH,51.434802,0.002761,postcode_centroid,
FT893,MIM PHARMACY LTD,RM1 1DL,51.581723,0.1772,postcode_centroid,
FT918,GORDON DAVIE CHEMIST LTD,BR2 8AR,51.389857,0.049539,postcode_centroid,
FTA34,BOOTS,WC2R 0QE,51.509676,-0.123845,postcode_centroid,
FTA56,AURA PHARMACY,N7 0BL,51.549189,-0.130007,postcode_centroid,
FTC33,BOOTS,HA4 0QP,51.560909,-0.381267,postcode_centroid,
FTC65,H.J.DIXON CHEMIST,UB1 2PT,51.518961,-0.375518,postcode_centroid,
FTC71,DAY LEWIS PHARMACY,SW1X 7XL,51.499445,-0.16321,postcode_centroid,
FTD22,BEES DISPENSING CHEMIST,N18 2JB,51.613803,-0.064248,postcode_centroid,
FTD56,HYPERCHEM PHARMACY,NW6 6NL,51.53435,-0.204787,postcode_centroid,
FTE13,BOOTS,UB7 7BY,51.509073,-0.474192,postcode_centroid,
FTE90,CHANSONS PHARMACY,RM13 9BD,51.519985,0.200837,postcode_centroid,
FTF00,TEMPLE PHARMACY,W5 1QP,51.526492,-0.312742,postcode_centroid,
FTF05,LEWISHAM PHARMACY,SE13 5PJ,51.458515,0.004418,postcode_centroid,
FTF22,FLORA FOUNTAIN LTD,UB8 1LQ,51.544787,-0.476733,postcode_centroid,
FTF71,DAY LEWIS PHARMACY,SW16 2SZ,51.432975,-0.127679,postcode_centroid,
FTH22,BOOTS,EC3N 1LH,51.513547,-0.076369,postcode_centroid,
FTH32,A MOORE & CO,SW1X 9JF,51.498732,-0.157893,postcode_centroid,
FTH38,CRANSTON PHARMACY,CR7 6JE,51.399131,-0.117272,postcode_centroid,
FTH55,MAYORS CHEMIST,IG11 7PR,51.533994,0.085293,postcode_centroid,
FTJ07,WELLCARE PHARMACY,N7 6JP,51.559789,-0.121984,postcode_centroid,
FTJ31,CROYCHEM LTD,CR0 6AA,51.380444,-0.087862,postcode_centroid,
FTJ59,AMBA PHARMACY,SM3 9HJ,51.383696,-0.213605,postcode_centroid,
FTJ72,HAYES END PHARMACY,UB4 8JF,51.525455,-0.433787,postcode_centroid,
FTK59,HERNE HILL PHARMACY,SE24 9NE,51.456768,-0.09629,postcode_centroid,
FTK68,HEALTH PHARMACY,HA2 7SY,51.586086,-0.361693,postcode_centroid,
FTK70,NUCHEM,RM8 1YT,51.56204,0.123035,postcode_centroid,
FTK75,GROSVENOR HOUSE PHARMACY,W13 0SY,51.510165,-0.324932,postcode_centroid,
FTK80,CRAY HILL CHEMIST,BR5 2RG,51.403974,0.104907,postcode_centroid,
FTL30,ALLENS PHARMACY,E18 2LY,51.595062,0.023231,postcode_centroid,
FTL36,PHARMARAM CHEMIST,IG3 8BS,51.563599,0.097323,postcode_centroid,
FTL45,HOWLETTS PHARMACY,HA4 7YG,51.585053,-0.439647,postcode_centroid,
FTL72,WHINCHAT PHARMACY,SE28 0DZ,51.494056,0.082778,postcode_centroid,
FTM20,CITY DOCK PHARMACY,E1W 2AF,51.508017,-0.066558,postcode_centroid,
FTM85,NEWMANS PHARMACY,E13 8HL,51.521147,0.020848,postcode_centroid,
FTN30,RICHARDS & CURTIS,NW2 5HG,51.54277,-0.22502,postcode_centroid,
FTN92,KEATS PHARMACY LTD,NW3 1NH,51.554827,-0.172172,postcode_centroid,
FTP53,BOOTS,EC2V 6DN,51.514178,-0.093552,postcode_centroid,
FTP75,PHARMOCARE,N17 6QB,51.592004,-0.070142,postcode_centroid,
FTP89,HARFLEUR CHEMIST,SE1 4TW,51.496442,-0.082882,postcode_centroid,
FTQ13,GREEN LIGHT PHARMACY,N16 5JY,51.570689,-0.079269,postcode_centroid,
FTQ53,WELL,E17 7AD,51.58203,-0.032139,postcode_centroid,
FTQ82,FROST & CO,N8 7PS,51.587794,-0.118737,postcode_centroid,
FTR28,WALBROOK PHARMACY,N14 6LH,51.624374,-0.123176,postcode_centroid,
FTR52,MORRISONS PHARMACY,SE28 8RD,51.506662,0.104076,postcode_centroid,
FTR63,MASWELL PARK PHARMACY,TW3 2QH,51.463496,-0.355592,postcode_centroid,
FTR70,TESCO INSTORE PHARMACY,N12 0SH,51.606626,-0.156258,postcode_centroid,
FTT52,BOOTS,TW11 8QZ,51.426214,-0.33839,postcode_centroid,
FTT80,ROSE PHARMACY,SE8 3BN,51.480796,-0.021292,postcode_centroid,
FTT82,BELL PHARMACY BOW,E3 5ES,51.532709,-0.030272,postcode_centroid,
FTV01,BE ONLINE PHARMACY,W1G 7HN,51.520246,-0.14728,postcode_centroid,
FTV13,HAINAULT PHARMACY,E11 1EA,51.569204,-0.004842,postcode_centroid,
FTV40,LOTUS PHARMACY,HA2 8HR,51.564247,-0.353605,postcode_centroid,
FTV69,DAY LEWIS PHARMACY,BR1 5HS,51.427745,0.013127,postcode_centroid,
FTV78,I.T. LLOYD,SW3 5EL,51.48602,-0.171902,postcode_centroid,
FTV79,PARK LANE PHARMACY,RM11 1BB,51.571801,0.191807,postcode_centroid,
FTV91,WANDSWORTH PHARMACY,SW18 4DH,51.453561,-0.191953,postcode_centroid,
FTW15,BRITANNIA PHARMACY,E2 0PG,51.528435,-0.048911,postcode_centroid,
FTW43,THE PILL BOX,E17 7PJ,51.580699,-0.032688,postcode_centroid,
FTW53,WESTON LTD,E13 8EE,51.52214,0.021699,postcode_centroid,
FTX08,TESCO INSTORE PHARMACY,SE18 6JR,51.48892,0.066597,postcode_centroid,
FTX15,ASDA PHARMACY,HA9 9EX,51.5647,-0.27556,postcode_centroid,
FTX78,PLOUGH GREEN PHARMACY,KT4 7NW,51.385385,-0.252272,postcode_centroid,
FTY21,PASCOE PHARMACY,SE27 0QT,51.422899,-0.105062,postcode_centroid,
FTY66,BRITANNIA PHARMACY,IG11 8UN,51.545311,0.093151,postcode_centroid,
FTY95,OAKLEIGH PHARMACY,N20 0TX,51.626724,-0.160283,postcode_centroid,
FV010,BOOTS,IG11 8EQ,51.537535,0.079311,postcode_centroid,
FV019,BLUE PHARMACY,SE16 3TU,51.492355,-0.064585,postcode_centroid,
FV078,BEE PHARMACY,E2 9ED,51.532517,-0.058656,postcode_centroid,
FV092,BOOTS,RM1 1AU,51.575985,0.180145,postcode_centroid,
FV117,GREENFIELD PHARMACY,NW10 3ND,51.533842,-0.21862,postcode_centroid,
FV137,JAYS PHARMACY,W12 9RA,51.506296,-0.238197,postcode_centroid,
FV141,FAZAL PHARMACY,SW18 5EE,51.449487,-0.199554,postcode_centroid,
FV172,BOOTS,SW1W 9SJ,51.494539,-0.145745,postcode_centroid,
FV174,ESSENTIALS PHARMACY,WC2B 5QA,51.515432,-0.122772,postcode_centroid,
FV188,LAUREL PHARMACY,KT2 6JZ,51.412993,-0.29685,postcode_centroid,
FV191,FELTHAM PHARMACY,TW13 5DY,51.445246,-0.398699,postcode_centroid,
FV223,BEES CHEMIST,E9 5DG,51.545292,-0.035209,postcode_centroid,
FV270,THE VILLAGE PHARMACY,UB3 5DS,51.487476,-0.436183,postcode_centroid,
FV302,AURA PHARMACY,SW19 6DA,51.441134,-0.221424,postcode_centroid,
FV311,BOOTS,HA9 7BH,51.553278,-0.295162,postcode_centroid,
FV337,CLARKS PHARMACY,TW7 4BX,51.474982,-0.337856,postcode_centroid,
FV373,DAY LEWIS PHARMACY,SE27 9QY,51.427529,-0.087796,postcode_centroid,
FV390,JAMAICA ROAD PHARMACY,SE16 4RT,51.498148,-0.061977,postcode_centroid,
FV432,BOOTS,HA1 1HS,51.581467,-0.338953,postcode_centroid,
FV452,HAINAULT STATION PHARMACY,IG6 3BS,51.604398,0.095896,postcode_centroid,
FV463,HAYDONS PHARMACY,SW19 1AE,51.420966,-0.187543,postcode_centroid,
FV474,BOOTS,W1B 5RA,51.510487,-0.134677,postcode_centroid,
FV518,BROOKS PHARMACY,RM5 3PR,51.599529,0.164522,postcode_centroid,
FV549,NEW PARK PHARMACY,SW2 4ES,51.447105,-0.127835,postcode_centroid,
FV669,PESTLE & MORTAR,W4 1TH,51.493591,-0.245472,postcode_centroid,
FV733,BONAMY PHARMACY,SE16 3HF,51.486458,-0.062545,postcode_centroid,
FV807,SATURN PHARMACY,SW16 6LY,51.424448,-0.141088,postcode_centroid,
FV839,DAY LEWIS PHARMACY,IG6 1HJ,51.581508,0.074346,postcode_centroid,
FV843,HEALTH ON THE HILL,TW12 1PD,51.425628,-0.356751,postcode_centroid,
FV847,CHARLES SAMPSON PHARMACY,N12 9QU,51.616501,-0.17647,postcode_centroid,
FV875,TEDDINGTON PHARMACY,TW11 8UB,51.431031,-0.345753,postcode_centroid,
FV887,SEFGROVE PHARMACY,SE19 1TQ,51.419882,-0.082103,postcode_centroid,
FV910,BOOTS,NW11 8LN,51.572927,-0.198808,postcode_centroid,
FV954,CROFTON PARK PHARMACY,SE4 2PJ,51.452906,-0.038245,postcode_centroid,
FVA14,BOOTS,KT4 8HH,51.379492,-0.243084,postcode_centroid,
FVA29,MEDICHEM PHARMACY,E1 4LR,51.520943,-0.044518,postcode_centroid,
FVA70,CLOCKWORK PHARMACY LTD,E13 9ER,51.5304,0.037535,postcode_centroid,
FVA74,LEWIS GROVE PHARMACY,SE13 6BG,51.461801,-0.009489,postcode_centroid,
FVA91,CLOCKWORK PHARMACY,N1 0SL,51.536391,-0.116963,postcode_centroid,
FVC01,CRYSTAL PHARMACY,TW3 1RH,51.470467,-0.35442,postcode_centroid,
FVC32,TEMPLE PHARMACY LTD,SE18 2NB,51.479879,0.088584,postcode_centroid,
FVC33,CHRISCHEM PHARMACY,E3 4PH,51.525312,-0.032639,postcode_centroid,
FVC98,BOOTS,EC2M 6XQ,51.518945,-0.088048,postcode_centroid,
FVD25,TESCO INSTORE PHARMACY,SE11 5QU,51.486711,-0.113884,postcode_centroid,
FVE07,TOWER PHARMACY,E1W 2RL,51.505339,-0.05853,postcode_centroid,
FVE79,LARCHWOOD PHARMACY,CR0 6RB,51.380021,-0.074098,postcode_centroid,
FVE92,BOOTS,HA5 1QR,51.577751,-0.39829,postcode_centroid,
FVF13,WILLIAMS LM (CHISLEHURST) LTD,BR7 5AG,51.419394,0.065673,postcode_centroid,
FVF76,SAIGRACE PHARMACY,N8 9BG,51.583363,-0.116654,postcode_centroid,
FVF89,DAY LEWIS PHARMACY,NW7 1AF,51.60769,-0.210444,postcode_centroid,
FVG00,JOSHI PHARMACY,UB8 3JD,51.521766,-0.445819,postcode_centroid,
FVG24,NEW NORTH PHARMACY,N1 7AA,51.537536,-0.091566,postcode_centroid,
FVG39,REGAL PHARMACY,E5 0LP,51.552499,-0.04403,postcode_centroid,
FVG70,BLUE DEW PHARMACY,E17 6JQ,51.587708,-0.034536,postcode_centroid,
FVG95,DAY LEWIS PHARMACY,IG11 9PN,51.535768,0.094256,postcode_centroid,
FVG96,CHARLTON PHARMACY,SE7 7ED,51.479829,0.031563,postcode_centroid,
FVH52,MAHESH CHEMIST,N1 4QY,51.550176,-0.086911,postcode_centroid,
FVH60,NIMA PHARMACY,TW10 6NQ,51.455218,-0.296659,postcode_centroid,
FVH70,TAPLOW PHARMACY,SE17 2UQ,51.488355,-0.08662,postcode_centroid,
FVH88,AMAL PHARMACY,SE10 0EL,51.494961,0.013451,postcode_centroid,
FVJ01,AKASI PHARMACY,CR4 1LU,51.399761,-0.132485,postcode_centroid,
FVJ40,HODGETTS PHARMACY,NW8 0AE,51.537534,-0.184373,postcode_centroid,
FVJ61,S&S CHEMISTS,NW10 8LY,51.540963,-0.261763,postcode_centroid,
FVK09,BOOTS,SW11 1QN,51.462803,-0.167416,postcode_centroid,
FVK71,MEDICINE PORTER,NW8 9JH,51.531185,-0.175037,postcode_centroid,
FVK98,YIEWSLEY PHARMACY,UB7 7DP,51.511901,-0.472426,postcode_centroid,
FVL51,FOUNTAIN PHARMACY,KT3 6DD,51.398288,-0.255173,postcode_centroid,
FVM26,CHANA CHEMIST,UB1 1RQ,51.509246,-0.377204,postcode_centroid,
FVM57,PHARMACIA NATURALE,N8 8JR,51.582332,-0.126973,postcode_centroid,
FVM72,SUPERDRUG PHARMACY,SE26 5UA,51.426216,-0.050162,postcode_centroid,
FVN06,RASONS PHARMACY,HA9 6BA,51.553103,-0.286211,postcode_centroid,
FVN27,CHANA HEALTH PHARMACY & CLINIC,UB1 3HA,51.511224,-0.373964,postcode_centroid,
FVN70,CHEMCO PHARMACY,SW19 1SD,51.419245,-0.194874,postcode_centroid,
FVP08,KAMSONS PHARMACY,SM5 2RE,51.371732,-0.171413,postcode_centroid,
FVP54,GRACE PHARMACY,N17 0HJ,51.602836,-0.059559,postcode_centroid,
FVP93,LENNY CHEMIST,SE17 2SX,51.49012,-0.08234,postcode_centroid,
FVQ29,HORNSEY ROAD PHARMACY,N7 7NN,51.556096,-0.110956,postcode_centroid,
FVQ63,MITCHAM PHARMACY,CR4 3DA,51.404578,-0.174,postcode_centroid,
FVQ64,FOSTER & SONS CHEMIST,SE22 0RR,51.453495,-0.062314,postcode_centroid,
FVQ67,THAMES VIEW HEALTH LIMITED,BR1 4PQ,51.423878,-0.003139,postcode_centroid,
FVT13,HOLMES PHARMACY,NW8 9QB,51.531804,-0.180751,postcode_centroid,
FVT52,MEDIBANK PHARMACY,CR0 6HE,51.384598,-0.07576,postcode_centroid,
FVW20,CALEDONIAN PHARMACY,N7 9RP,51.550612,-0.117732,postcode_centroid,
FVW31,TESCO INSTORE PHARMACY,EN3 4DP,51.647993,-0.047917,postcode_centroid,
FVW50,MEADS PHARMACY,HA2 9SG,51.573087,-0.37167,postcode_centroid,
FVW81,WESTON LTD,E7 8LQ,51.537957,0.034224,postcode_centroid,
FVW93,ASDA PHARMACY,NW9 0AS,51.594211,-0.261361,postcode_centroid,
FVW94,MYMEDS PHARMACY,E14 7PQ,51.51373,-0.033758,postcode_centroid,
FVX01,SILVERFIELDS,E9 5QG,51.551804,-0.034756,postcode_centroid,
FVX21,REGENT PHARMACY,NW7 2NU,51.609494,-0.222043,postcode_centroid,
FVX38,WATTS PHARMACY,SW16 5TE,51.4176,-0.136835,postcode_centroid,
FVX47,SEYMOUR PHARMACY,W1H 4JH,51.519183,-0.163712,postcode_centroid,
FVX51,BOOTS,N16 6TT,51.573816,-0.072023,postcode_centroid,
FVX91,MARIJAK LTD,E10 6AE,51.57482,-0.01148,postcode_centroid,
FVY03,PYRAMID PHARMACY,SM4 6HY,51.397817,-0.186244,postcode_centroid,
FVY66,MONKSCHEM LTD,HA9 6PL,51.546877,-0.274316,postcode_centroid,
FW017,KAMSONS PHARMACY,E3 3EW,51.527499,-0.017738,postcode_centroid,
FW033,VALLEY PHARMACY,CR5 3BR,51.318849,-0.149321,postcode_centroid,
FW034,FOREST PHARMACY,N9 7HD,51.632548,-0.054144,postcode_centroid,
FW114,HAM COMMON PHARMACY,TW10 7LF,51.435952,-0.311908,postcode_centroid,
FW125,MURRAY'S CHEMIST,N1 7QP,51.53106,-0.088722,postcode_centroid,
FW144,JADE (DEREK CLARKE) PHARMACY,HA8 7JH,51.613385,-0.276821,postcode_centroid,
FW148,ASDA PHARMACY,TW3 1NL,51.470856,-0.361663,postcode_centroid,
FW185,ROYAL ARSENAL PHARMACY,SE18 6TE,51.493492,0.073503,postcode_centroid,
FW198,BOOTS,RM12 6LL,51.554994,0.21998,postcode_centroid,
FW225,PLASHET PHARMACY,E6 1BX,51.538648,0.043124,postcode_centroid,
FW238,DAY LEWIS PHARMACY,SM4 6RU,51.390413,-0.194241,postcode_centroid,
FW256,WEMBLEY PHARMACY,HA0 4LW,51.541184,-0.297705,postcode_centroid,
FW269,PHARMOCARE,N17 8HH,51.605198,-0.071387,postcode_centroid,
FW270,WEST EALING PHARMACY,W13 8AG,51.513853,-0.319291,postcode_centroid,
FW276,KINGS PHARMACY,N3 1XP,51.603395,-0.19132,postcode_centroid,
FW281,DAY LEWIS PHARMACY,E5 8BY,51.558262,-0.062408,postcode_centroid,
FW319,OSTERLEY PARK PHARMACY,TW7 4QG,51.482916,-0.347578,postcode_centroid,
FW327,WALKER CHEMISTS,N13 5XG,51.62214,-0.105052,postcode_centroid,
FW431,COLLINS PHARMACY,HA7 1EY,51.595258,-0.294804,postcode_centroid,
FW536,JACKSON CHEMIST,SW2 4RD,51.441318,-0.125265,postcode_centroid,
FW543,RIDGWAY PHARMACY,SE17 1RL,51.48879,-0.095663,postcode_centroid,
FW581,HOUNSLOW EAST PHARMACY,TW3 1QA,51.47242,-0.356438,postcode_centroid,
FW593,THE KINGSTON PHARMACY,KT1 2HG,51.401504,-0.303918,postcode_centroid,
FW613,UNIPHARM PHARMACY,E8 4QJ,51.536585,-0.061583,postcode_centroid,
FW626,OPTIPHARM PHARMACY,HA9 9AB,51.564456,-0.277892,postcode_centroid,
FW670,BIDS CHEMISTS,SW16 4AE,51.411106,-0.123266,postcode_centroid,
FW672,JADE PHARMACY (KINGSBURY),NW9 9EG,51.584844,-0.278666,postcode_centroid,
FW690,J LORD CHEMIST,N22 5DJ,51.598008,-0.094693,postcode_centroid,
FW698,AKASI PHARMACY,BR3 5NT,51.406664,-0.015766,postcode_centroid,
FW701,MERAJ PHARMACY,E10 5EL,51.564278,-0.011291,postcode_centroid,
FW715,VANTAGE PHARMACY,SE6 2SP,51.430249,-0.012946,postcode_centroid,
FW730,CARTER CHEMIST,HA6 1BJ,51.607788,-0.415602,postcode_centroid,
FW742,SUPERDRUG PHARMACY,SW16 1BB,51.431138,-0.129782,postcode_centroid,
FW821,DRUGSMITH PHARMACY,KT3 3ST,51.402011,-0.27099,postcode_centroid,
FW883,DOCKLANDS PHARMACY,E14 9WU,51.491152,-0.021117,postcode_centroid,
FW897,CHEMITEX PHARMACY,N7 7HE,51.563176,-0.117848,postcode_centroid,
FWA21,DAY LEWIS PHARMACY,TN16 3TJ,51.31207,0.031838,postcode_centroid,
FWA34,LOCKYER'S PHARMACY,SE8 5BZ,51.483858,-0.032264,postcode_centroid,
FWA43,BROWNES CHEMIST,DA18 4DR,51.496638,0.130253,postcode_centroid,
FWC05,FULHAM PHARMACY,SW6 5RP,51.476938,-0.203399,postcode_centroid,
FWC33,LEWIS PHARMACY,W5 2NX,51.51559,-0.301946,postcode_centroid,
FWC46,WWW.YOUR-CHEMIST.COM,E15 2SP,51.537328,-0.000267,postcode_centroid,
FWC62,WELLCARE PHARMACY,SW11 4LX,51.474247,-0.153436,postcode_centroid,
FWE02,PHARMACY REQUIREMENTS,NW2 7HJ,51.568112,-0.232863,postcode_centroid,
FWE15,PHLO-DIGITAL PHARMACY,E2 9EZ,51.533912,-0.05926,postcode_centroid,
FWE69,OSBON PHARMACY,BR5 4AD,51.386367,0.112364,postcode_centroid,
